,matchId,hour,day,month,release,playerPuuid,LastRoundAlive,playerEndingGame,EndGameTime,Ctype1,TierC1,Ctype2,TierC2,Ctype3,TierC3,Ctype4,TierC4,Ctype5,TierC5,Ctype6,TierC6,Ctype7,TierC7,Ctype8,TierC8
0,EUW1_4594534009,12,12,5,10.9,HDS0k8mZJT65r8LJcGnIVWiqvoL5HwGzsL2TttvPFcnV7ObkazVaWLybTCET-pe5r3OgA33KPThbvQ,40,3,2254.9833984375,Blaster,1,Cybernetic,2,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Valkyrie,1,-,-,-,-
0,EUW1_4594534009,12,12,5,10.9,RsO1VQhJx1aiZ4vhCp6Sbb7R4xeesGc0QdFJsTvmYhTRnq7gpJd6R8YBPBV8O8HTDLHmrWKnNKpz6Q,41,2,2310.93896484375,Demolitionist,1,Mercenary,1,Set3_Sorcerer,2,StarGuardian,2,Vanguard,1,-,-,-,-,-,-
0,EUW1_4594534009,12,12,5,10.9,TVrPLedOPXSDzh75bRcYX5wZwwrrm7zyTeYerlr8WFlp65RXmCAHK7jO5jl6wBprQLo1t-R2v7YZpw,40,4,2252.089111328125,Blaster,1,Cybernetic,2,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,-,-,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,VUILzEZLTWVvBl6u4sQnvcTrmTAL8y0bS0JfKvG_-hqHS3R3htwzAY117GUmgbiIgn7Wf9LD3yV4PA,31,5,1768.1748046875,Chrono,1,Mercenary,1,Set3_Blademaster,1,Set3_Brawler,2,Set3_Celestial,1,Valkyrie,1,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,GHPUPYOMxmLTPa_ZVu3QdYXp2M43nwEHj3O4gKhN7amlT2Ze9KnypTe5dK6pC80NhpDtCO1PR8ca9g,38,3,2131.181396484375,Blaster,2,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Valkyrie,1,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,WIZBXvJRuZyMbg2GZRXAnKhRzcBa7UPDhP5lb43GVMCcV4oafPcEQ-WutLxjN5dMtU6eBJN3e47gwg,31,6,1765.6239013671875,Chrono,1,Demolitionist,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,Vanguard,1,-,-
0,EUW1_4593045092,19,11,5,10.9,n9r7haa5bVAJDmV1CRDc65qaFzwziiO-zFRuke6W1W_KPN_THAC_AceL45CPpYqON8ErpEmSIQ8DfQ,31,7,1765.2806396484375,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,yyajVkfnMMpnvENKdrk_0jHgUrOokGy4fzExOz8pRR0yHCrVowEaV_hevEzGihwECouxw4Cz7nwNYQ,28,8,1596.1185302734375,Blaster,1,Mercenary,1,Rebel,2,Set3_Brawler,1,-,-,-,-,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,eWqAYFRGJCw4_GMPwoc0V2h33xcDqpQNvo-MpIvmrjcmSiRErivMb7LXjWDZ0KMpTWzl_MByrQDBSg,40,2,2237.3984375,Chrono,1,Mercenary,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,8AG-1cB951I9txUxBXtae3FEbGZTvgfANV9xVLtWRQEKxR2_3g3yQeQAb3Q99cOHf4N7Ewb39dS4oA,35,4,1984.8763427734375,Blaster,2,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Starship,1,-,-,-,-
0,EUW1_4593045092,19,11,5,10.9,v2Uh8xf0CRB9Ju6nox0sLI8iHMpu_FNvV6AgeBz9BNgI3RgobOwHPzw45kR847hO2pTTzCpduZBrHQ,40,1,2237.3984375,Chrono,1,Set3_Brawler,1,Set3_Mystic,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4593024611,19,11,5,10.9,VUILzEZLTWVvBl6u4sQnvcTrmTAL8y0bS0JfKvG_-hqHS3R3htwzAY117GUmgbiIgn7Wf9LD3yV4PA,37,2,2096.0888671875,Cybernetic,2,Infiltrator,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,2,Vanguard,1,-,-,-,-
0,EUW1_4593024611,19,11,5,10.9,LRofJE9K1TPvWWPqwa2FIYqfofZy2KU7Bf_T3hZqSeJWIMgXzA2nHVZEGxQlGK8rrsTv6JAapR8auA,26,7,1447.066650390625,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4593024611,19,11,5,10.9,HBjSTZwrQLqaGhPvZ3wkKShS0MmgiCFvB-tAbi4VzBrPGBmzI15tYUpahI2uUkPUGZC3RDYwAbaI3g,34,5,1943.5009765625,DarkStar,1,Demolitionist,1,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,-,-,-,-,-,-
0,EUW1_4593024611,19,11,5,10.9,F8TuvDC1GckR-n0MxzfOTnwbIMBFYVKE1MJvHN0_Jq2G81tht6jOOAQmtBEbEc0prtjagbSURtd2TA,35,4,2009.4261474609375,Chrono,1,Set3_Sorcerer,3,StarGuardian,2,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4593024611,19,11,5,10.9,H2Z5qZJQgZA8RoErFldJ6ZyEfc0PPDEvPwBX00TCepKsB_yZCs5FbAahwpnVEnYdT9wlXjm1-xoieQ,37,1,2096.0888671875,Blaster,2,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Set3_Celestial,1,Set3_Mystic,1,-,-
0,EUW1_4593024611,19,11,5,10.9,As28CRX5zB7TjzNmkL8T9jQbqY-WQaDjR126-KkAs7o0zqtsUxTKn52SiYg5I2aLfXSOxY5izusd6w,30,6,1687.489013671875,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,1,Set3_Mystic,1,-,-
0,EUW1_4593024611,19,11,5,10.9,Pu6VDqOWekOWyGkXK-q6qiL4ViRKdED_72xAhYiRM4-yXeAgEna3dgaQYz-GzTDLveMJUaF4MOxmpg,37,3,2093.977294921875,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,Vanguard,1
0,EUW1_4593024611,19,11,5,10.9,fjQlOUN-VVjmmw3lDIjDWLMTS0VRmKJ8NeA8i4LWLsPeILSEvO7oRXyv7QUK20VjfYWzIUIzlRck2Q,26,8,1445.349365234375,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,1,Sniper,1,-,-,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,v1mLgHaJ6Y18p45pzwjityO0VM9eFaEo33nC8vdAqhB-wZV75iuUAgxnUrQSGSV-ZTVWz3ZmqwzSqw,37,4,2037.38427734375,Chrono,2,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,-,-
0,EUW1_4592719781,16,11,5,10.9,VUILzEZLTWVvBl6u4sQnvcTrmTAL8y0bS0JfKvG_-hqHS3R3htwzAY117GUmgbiIgn7Wf9LD3yV4PA,40,1,2184.678955078125,Blaster,2,Chrono,1,Set3_Brawler,2,-,-,-,-,-,-,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,xggAYOW6aCjX5ye3f6d0fotJWyLJekdUDNSZEzo-7IsKVWAvqvs5U4sNoYQwUP0feDQ4IORCH4EL_g,33,7,1832.0701904296875,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,-,-
0,EUW1_4592719781,16,11,5,10.9,c-FjPir1N1HCzwG2tcaiUFUGIX1vG3LUfCxihDOQ4i8ABg_tgZnOBZ1KqS9DNcOw4-NUTwtd2CHwNA,30,8,1668.0228271484375,Chrono,1,Set3_Sorcerer,2,StarGuardian,1,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,13O5cWDVwFxSgBKuMl4pTjL-ernuV8-PMXIOQ8g75L1gagMHs2trqeVRB1p7ChUTMgrdxYeR_ndYOg,34,6,1887.3924560546875,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,U9-TU90IGK4gVuhSjeMnl3KS79UhP3AF68Y0KgAGlcKb1FS4zIAVhnZfWFOvzdbegUuQXvsrsnfSWw,35,5,1951.7193603515625,Blaster,1,Chrono,2,Mercenary,1,Set3_Blademaster,1,Valkyrie,1,-,-,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,gWDOOw1xgwZirGrTMWadN3TZfrPZYSRhA3rImob0v49cds42k6s10ra4kTQdEVOk6jT-zhJaECky3g,37,3,2040.4794921875,Blaster,1,Cybernetic,2,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Valkyrie,1,-,-,-,-
0,EUW1_4592719781,16,11,5,10.9,Uo9gWqu2SwXx-dFm8yKKWuOaCqNDTBpYcu6dyITw7W8fK1f2wDFmrEn19QvCF7uG3hcjUNnZfcwsjA,40,2,2184.678955078125,Chrono,1,Set3_Mystic,1,Set3_Sorcerer,2,StarGuardian,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,cGEVuj4oR5sSEK_pyN5YYYQaQD4bFChbvR_6xoAiXkZgBBL460fCntoSTEFsZTVHMj82ebFEM-AqDQ,37,3,2021.412353515625,Chrono,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,geXv0gg8xJPrmdwTvcARswQ9Zb4lc0nK0-Sa4P9r6lMb7hhgkXsYWpSTnDeFJly4_ezTPAbsTds34A,35,4,1932.9803466796875,Chrono,1,Cybernetic,2,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Vanguard,1,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,xggAYOW6aCjX5ye3f6d0fotJWyLJekdUDNSZEzo-7IsKVWAvqvs5U4sNoYQwUP0feDQ4IORCH4EL_g,33,6,1819.12451171875,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,VUILzEZLTWVvBl6u4sQnvcTrmTAL8y0bS0JfKvG_-hqHS3R3htwzAY117GUmgbiIgn7Wf9LD3yV4PA,34,5,1879.1112060546875,Blaster,2,Chrono,1,Mercenary,1,Set3_Brawler,2,-,-,-,-,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,lLEs-ZrFDHnZgqH_3A5VJIHxkKSjVaXQmd0LFyP-9t6O2wbCTKUhtBU79LQbXjFFQ9ongxiTXaVoFQ,37,1,2022.785400390625,Blaster,2,Chrono,2,Mercenary,1,Set3_Brawler,1,-,-,-,-,-,-,-,-
0,EUW1_4592636712,16,11,5,10.9,bxOmBm-adS2KOH6c3kLvKLkmhDfh_2FCiMAbISQ2ton60F_Ar9A2ZKnqZqHYPgXbVRZq14AQg5l_gA,37,2,2022.785400390625,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Starship,1,-,-
0,EUW1_4592636712,16,11,5,10.9,gWDOOw1xgwZirGrTMWadN3TZfrPZYSRhA3rImob0v49cds42k6s10ra4kTQdEVOk6jT-zhJaECky3g,31,7,1726.90771484375,Blaster,1,Chrono,1,Cybernetic,1,Mercenary,1,Set3_Blademaster,1,Valkyrie,1,Vanguard,1,-,-
0,EUW1_4592636712,16,11,5,10.9,nER8GckQ5V8xYYaDaCy_wVm0PlULzYcTw1A-WY8PHEgHKyNq6kEnGx7g3Zh2kOsFV7Db9Tf6oho04w,31,8,1720.331787109375,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,n9r7haa5bVAJDmV1CRDc65qaFzwziiO-zFRuke6W1W_KPN_THAC_AceL45CPpYqON8ErpEmSIQ8DfQ,37,3,1986.268798828125,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Set3_Mystic,1,Sniper,1,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,7zOxwFQojGNqg3inYpQt8VsLJHk6de_6-XRjOArPUAKOgl1PB2oc0H2aoSVZG5Ud3j7QTW-Ih6BIFQ,24,8,1326.8248291015625,Set3_Sorcerer,2,StarGuardian,2,-,-,-,-,-,-,-,-,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,mfw-mipG1o5UMP9KobGQb2GlsDRy2AmnRII3JlNacPo4Hm2PTJzkKqjgSJxYqyTZifRNcuTUHJ3lKQ,38,2,2039.6046142578125,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,8Honx_Qfksybx1VxSEtFNnF8bf6MlZ3LLkWN5uELvKs4mTVfUr_vQvbgBatEzj9XpyHIRsg_dmsIjg,34,4,1850.357666015625,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,Vanguard,1,-,-
0,EUW1_4626682661,18,27,5,10.10,PPAjGWu8oPzyE4LfXD74di7cK1YOUeWsWXQoMDj7TZZTvblYgesJtaLa1GZxWWZc9XmiTPiN3nWWZA,38,1,2039.6046142578125,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Celestial,1,Sniper,1,SpacePirate,1,Valkyrie,1
0,EUW1_4626682661,18,27,5,10.10,4owkPfqrUJAdus22Oqq6S6mYuNDZMUo_4EO1Is9Lzl4tvtjjV1_LPqItDhRHcNHjWykPSh-RhC5NOQ,34,5,1848.5924072265625,Blaster,1,Cybernetic,2,Vanguard,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,aBm65kk_9ckJ-cxzUCm9A3uwrMYnz_2t0NuS0nP6RlGGV0GrEiGjgD04UJXNhP6tSsa5qudQY0DlkQ,27,7,1482.16650390625,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,2,-,-,-,-,-,-,-,-
0,EUW1_4626682661,18,27,5,10.10,P2ctDCUTIjA5FTd221EGiIcaQJy2Jtjm1uUutmgAruq3ui6Hbv3umG2rB8e9Z9j8EyTKzXgXf9q9sg,27,6,1482.903076171875,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,2,-,-,-,-,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,PPAjGWu8oPzyE4LfXD74di7cK1YOUeWsWXQoMDj7TZZTvblYgesJtaLa1GZxWWZc9XmiTPiN3nWWZA,40,2,2156.62255859375,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,2,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1
0,EUW1_4626427167,18,27,5,10.10,FF2icBt0TOP9H3Iz-BPbdBWstGbMYchPLwOjj9b7E7gv1onsRNUiyry1h0giLS-VgeidO9efbawsdQ,27,8,1483.8062744140625,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,r5RH-gSmHbNX1AXgESrItsyjzuoQh_zMfpC_O1Ue2Q0q_sDq9hceFgdS1x46Cv3YI_7PHUGh4hUv6Q,31,6,1696.598876953125,Chrono,1,Mercenary,1,Set3_Brawler,2,Set3_Celestial,1,Valkyrie,1,-,-,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,-Jlc7hEUz7p65YoyglGpOEK6k4kR4-7-USx9A7ux1aFcv5U7jM-4TTXF4qyMOtzKIhboXwEalaE51g,28,7,1505.1572265625,ManaReaver,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,8Honx_Qfksybx1VxSEtFNnF8bf6MlZ3LLkWN5uELvKs4mTVfUr_vQvbgBatEzj9XpyHIRsg_dmsIjg,40,1,2156.62255859375,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Mystic,1,SpacePirate,2,Vanguard,1,-,-
0,EUW1_4626427167,18,27,5,10.10,kyFn1HKU1kzVXlA198WVNhUXkqBgtvZ6yqnTwQ_4ph12enmuh44Nx41BE1KTPm_-lwlMJ4e5DUj0xw,37,3,2012.02880859375,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,ROg6xkK69vurAPm1ECbRgHg80q3w2V-Aexa3lzFz9bx0cFgp8IJzuSAsqjucwIAZKq1tav4GX5CxZQ,34,4,1861.4075927734375,Blaster,1,Chrono,2,Cybernetic,1,ManaReaver,1,Set3_Blademaster,1,Vanguard,1,-,-,-,-
0,EUW1_4626427167,18,27,5,10.10,sygA7SkAFjNIgfOmSfWHbdb7eYwFqit9MXyGKXERX3LViI538UNrhe6URxcN0_E00oP_LL3GBB4gFA,33,5,1803.6435546875,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Set3_Celestial,1,Set3_Mystic,1,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,zwdRGEVyBUgRLcbg7PkJEI5lKND43fyAVpSNH549sZhizgwDew4W1Yhcp1JgMoJzeur4Tr-lhF5Z4w,34,5,1883.458740234375,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,OGyf9tTmaqOEwcWizO0kY_P_DHCpbi32N2j-Frf6CHrnXvTg2zBr_kbgHOPuupAuaUaE6AcpZ8c20w,28,7,1553.8150634765625,Cybernetic,2,Infiltrator,1,ManaReaver,1,Set3_Blademaster,1,-,-,-,-,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,NR8cMXmv6l8ptnsCiEDr7kj1ac2HhO2T3mIFRL7sI1sCrw1zagfbwoC__tMPl4AOAdDKoGNtSz5ENA,44,2,2374.85986328125,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,SpacePirate,1,Vanguard,1
0,EUW1_4626382059,17,27,5,10.10,kf1C9HN35r46NoymkKbgrpdqLdN4Ev_NgBERoPy296P7UjJuu67F4hxrPOZjRDNbhwVpzFnxBdt2Qg,44,1,2374.85986328125,Chrono,1,Demolitionist,1,Mercenary,1,Set3_Sorcerer,3,StarGuardian,2,Vanguard,1,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,H1SGOR28yGCGGE4Ho86_0-gAtmEXvwi9sYRmd9DxvnxMkiRBSfCXbcRIwV-NkMDmCmWnhmP0ece6og,28,6,1557.3486328125,ManaReaver,1,Set3_Celestial,2,Sniper,1,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,sygA7SkAFjNIgfOmSfWHbdb7eYwFqit9MXyGKXERX3LViI538UNrhe6URxcN0_E00oP_LL3GBB4gFA,35,3,1955.574462890625,DarkStar,2,Set3_Celestial,1,Set3_Mystic,1,Set3_Sorcerer,1,Sniper,1,-,-,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,qqeWJtQi4QAa3qwCIIK7h40lACMDLnLWBFZ5izYd3QL2N1NLyqujFYYk7iSLrIyAuZ4MPPvyeSsFsg,27,8,1490.4818115234375,Blaster,2,Chrono,1,Set3_Brawler,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4626382059,17,27,5,10.10,PPAjGWu8oPzyE4LfXD74di7cK1YOUeWsWXQoMDj7TZZTvblYgesJtaLa1GZxWWZc9XmiTPiN3nWWZA,35,4,1950.755859375,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,eXEL0Gg_9GXK4b_XTu2rGQbGa1JSSTJFJ2mYgwdQy1FdvzarTfMgcX0aHKdAFI3rnzrdyS7sObILNA,31,8,1663.259033203125,Blaster,2,Chrono,1,Set3_Brawler,2,-,-,-,-,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,3k2LApLPwEaWcZp5MB9RHKt7uXjyrqoP0CiqQhPwBflV46M-af4kUGjVqhEw4NDp8nq9rVMu4M_Ofg,34,4,1831.297119140625,Chrono,1,ManaReaver,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,lY5v-ou8PFn-Ve98qsFnta7l6sRqSwGZYPWSWZ0Ul9wyZl7FlpeM00qOWYv5Npaj65aVULxheeHvVg,34,6,1820.2449951171875,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,GiY1_fMFaizjuaagg6mTvlKCAaBqUw3O0DHHg0XFK7tIS7gY8SMgsP8BDpzDc8wzECon1xQwaGgvjA,41,2,2174.474853515625,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,PPAjGWu8oPzyE4LfXD74di7cK1YOUeWsWXQoMDj7TZZTvblYgesJtaLa1GZxWWZc9XmiTPiN3nWWZA,33,7,1766.9351806640625,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Sniper,1,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,DPHokb-lXqetrt3Kay7gNCfm3XGRwYSxL9H8NiobNsMpdn8ILlfu83gHfgo9Jv6RlYebET2fUGjUqg,34,5,1821.8662109375,Cybernetic,2,Infiltrator,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,VDSiZbgdtmfHTHvKO5VUXopx37DoJ7pbmtI36VVTgCFNUXHZIVNNc_Zt5sbwvbvcPolni8a9PFMrFw,37,3,1971.45263671875,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4623167085,21,25,5,10.10,7feWFC4mvvY0hU0sgM6c9A4s-pxTzhfojhv2pkhW5kDfMxnAeEGuOn98-yE8bSn1L6k8aTvMEIi_vA,41,1,2174.474853515625,Chrono,2,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,-,-,-,-
0,EUW1_4621550278,22,24,5,10.10,vjrYE1k49ceW6tDw57wRYMQJ6Rhgft6EyANZizDQjHJ67CrZwdKTS3_gd8yAaJ7Qv6dUxIMOIkBNMA,31,6,1682.715576171875,Chrono,1,DarkStar,1,ManaReaver,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-
0,EUW1_4621550278,22,24,5,10.10,8Honx_Qfksybx1VxSEtFNnF8bf6MlZ3LLkWN5uELvKs4mTVfUr_vQvbgBatEzj9XpyHIRsg_dmsIjg,27,8,1466.4510498046875,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,-,-,-,-
0,EUW1_4621550278,22,24,5,10.10,PPAjGWu8oPzyE4LfXD74di7cK1YOUeWsWXQoMDj7TZZTvblYgesJtaLa1GZxWWZc9XmiTPiN3nWWZA,35,4,1895.20849609375,Blaster,1,Chrono,1,Rebel,1,Set3_Brawler,2,Set3_Mystic,1,-,-,-,-,-,-
0,EUW1_4621550278,22,24,5,10.10,jmlizDkmW8eRV9cfs748hF_tQOI_izLdHzRKi_aFMIa0ETYL7On3Aj7ST9qf1pCY2qBtCB3cyiBHEw,37,3,1989.489013671875,Chrono,1,Infiltrator,1,Set3_Brawler,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4621550278,22,24,5,10.10,exVN1pv4ZvoI1GYe00y4thbO6nry8twzw_B6rgC0z7W5yg3GOLTuB9YlhAJz7BmVpTPJEhSPPx28BA,38,1,2045.7779541015625,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,-,-
0,EUW1_4621550278,22,24,5,10.10,4s0-l_1-yrCaIfr3-Mn8Vt_QXTxHva8pdGO0Xcho6bArfGmFfkk_tCqUTPnQeTtlUi_5p_3e2Mib7Q,31,5,1685.6114501953125,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Celestial,1,Sniper,1,SpacePirate,1,Vanguard,1
0,EUW1_4621550278,22,24,5,10.10,mTOadoTUThAOaP1wLqvlt7VozhwsAn7rNf8ESk92exAbOjoRq92-fu-YPZdWLb5N9YCcdFhJYJOkcA,38,2,2045.7779541015625,ManaReaver,1,Set3_Blademaster,2,Set3_Celestial,2,-,-,-,-,-,-,-,-,-,-
0,EUW1_4621550278,22,24,5,10.10,-3to15uUjeOneXycYfZw2aDG4QMWyhMIuJIzIWQpBwLchHjDDpfRGqimxzJMBMlkcvX9M-iAt1FI2Q,28,7,1532.7386474609375,Infiltrator,2,MechPilot,1,Valkyrie,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,UFljwu8be8vFgK46Erk9KppRdfOgUoEBCLRtbWB3DeBZ93sRQ68od9wF5vLeq4ygcvMpFxUm1T8PQw,34,4,1881.7545166015625,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,cH5qtRP7Oa_ZRK5FlHyC-qAwjUv0XKHNrR8wCy_Q1qggt5C1QOuAPnlV8i7vchVEkJZLponvTpOQnw,38,1,2087.454833984375,Blaster,1,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Starship,1,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,LnnPHtBqX2kqisEOZdtwyR-3OtJaOemc3Qmpurr49a3odSAYungsgOYYLj-1_0VPOVENa1ZyfjpTYg,34,5,1874.691162109375,Chrono,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,2,Valkyrie,1,Vanguard,1,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,NpiiXSt_IZSf16TwCTR5GjrO40T7yZQFSb2ofuAMZXmfp1fSxGYdbUTfv6bZdSjSV67Mpt1sI9JpjA,30,6,1648.634765625,Chrono,1,ManaReaver,1,Set3_Celestial,1,Sniper,1,SpacePirate,1,Vanguard,1,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,6LqQyoiRfLhnPsR4P36Y_2EzFezVTrCr8FGr525-PbIvoHu5HRJMSJooBhnkCcKNn-ywHXollqP76g,30,7,1644.463623046875,Chrono,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,LkbDIs1AZE1_0zCJas4XzvJLpY0uOyMtMF0jFs_8h_XZCaD2J-PMGPO6hqRy4k5UAZS6PKk3MhV6Ww,27,8,1479.4085693359375,ManaReaver,1,Protector,1,Set3_Celestial,2,SpacePirate,1,-,-,-,-,-,-,-,-
0,EUW1_4619284996,22,23,5,10.10,93Rlwgwwy5l6CcffjJweDIgOLqejSqkGE-_EhllUXsqR8kFBwJ7bbMdrO9bNO7TTMl7Y-pBjk1u92g,37,3,2029.77978515625,Cybernetic,2,Infiltrator,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,-,-,-,-,-,-
